85273.62135798     1.11985437
85273.82091433     1.16758152
85274.02139604     1.25454867
85274.22095239     1.14978487
85274.42139387     1.02864588
85274.62099046     1.11601384
85274.82143193     1.17815759
85275.02102852     1.29151992
85275.22062510     1.19053208
85275.42106658     1.23572102
85275.62062293     1.11460661
85275.82110465     1.14794593
85276.02066100     1.11805064
85276.22110248     1.04904348
85276.42069906     1.05900704
85276.62114054     0.96937523
85276.82073712     0.98480740
85277.02117860     1.08657988
85277.22077519     1.35217833
85277.42121667     1.11296104
85277.62081325     1.13027510
85277.82125473     1.06362264
85278.02085131     0.99706179
85278.22129279     1.08029074
85278.42084914     1.11786330
85278.62133086     1.08177927
85278.82088721     1.19160671
85279.02132869     1.05166122
85279.22092527     1.06409803
85279.42136675     1.20483722
85279.62096334     1.26900916
85279.82140481     1.10428607
85280.02100140     1.02423405
85280.22144288     1.06095500
85280.42103946     1.05693611
85280.62059581     0.96663120
85280.82103729     1.01459142
85281.02063388     1.11665335
85281.22107536     0.93434967
85281.42067194     0.98865865
85281.62111342     0.90167465
85281.82071000     0.89301830
85282.02115148     1.06171225
85282.22074807     0.94266315
85282.42118955     1.01359993
85282.62078613     0.97946926
85282.82122761     0.81863486
85283.02078396     1.02776170
85283.22126567     0.87053853
85283.42082202     1.14042439
85283.62126350     0.88326510
85283.82086009     1.03969118
85284.02130157     0.92506248
85284.22089815     0.81782824
85284.42133963     0.88388903
85284.62093621     0.82232517
85284.82137769     0.87180793
85285.02097428     0.92859951
85285.22141576     0.96647072
85285.42097211     0.91618850
85285.62145382     0.90609798
85285.82101017     0.89878718
85286.02149189     0.93835116
85286.22104824     1.14090504
85286.42064482     0.88984744
85286.62108630     0.76961303
85286.82068288     1.13810210
85287.02112436     0.89963649
85287.22072095     1.23225077
85287.42116243     1.16217317
85287.62071878     0.81786405
85287.82120049     0.67693779
85288.02075684     0.81106208
85288.22119832     0.84899066
85288.42079490     0.87780655
85288.62123638     0.93040214
85288.82083297     0.84992713
85289.02127445     0.97762590
85289.22087103     0.89893903
85289.42131251     1.05034125
85289.62090909     1.05715303
85289.82135057     0.95590830
85290.02094716     1.08311149
85290.22138864     1.06134434
85290.42094499     1.16593392
85290.62142670     1.01437692
85290.82098305     1.09428478
85291.02142453     0.98711597
85291.22102112     1.12013903
85291.42061770     1.12991127
85291.62105918     1.12586429
85291.82065576     1.30780453
85292.02109724     1.18535549
85292.22065359     1.28380026
85292.42113531     1.33028922
85292.62069166     1.10722165
85292.82113314     1.07541267
85293.02072972     1.15930759
85293.22117120     1.04164943
85293.42076778     1.03915616
