85212.199999999997 1.00660276
85212.399999999994 1.00660276
85212.599999999991 1.00660276
85212.799999999988 1.00660276
85212.999999999985 1.00660276
85213.199999999983 1.00660276
85213.399999999980 1.00660276
85213.599999999977 1.00660276
85213.799999999974 1.00660276
85213.999999999971 1.00660276
85214.199999999968 1.00660276
85214.399999999965 1.00660276
85214.599999999962 1.02648270
85214.799999999959 1.02648270
85214.999999999956 1.02648270
85215.199999999953 1.02648270
85215.399999999951 1.02648270
85215.599999999948 1.02648270
85215.799999999945 1.02648270
85215.999999999942 1.02648270
85216.199999999939 1.02648270
85216.399999999936 1.02648270
85216.599999999933 1.02648270
85216.799999999930 1.00803339
85216.999999999927 1.00803339
85217.199999999924 1.00803339
85217.399999999921 1.00803339
85217.599999999919 1.00803339
85217.799999999916 1.00803339
85217.999999999913 1.00803339
85218.199999999910 1.00803339
85218.399999999907 1.00803339
85218.599999999904 1.00803339
85218.799999999901 1.00803339
85218.999999999898 1.00803339
85219.199999999895 1.01513517
85219.399999999892 1.01513517
85219.599999999889 1.01513517
85219.799999999886 1.01513517
85219.999999999884 1.01513517
85220.199999999881 1.01513517
85220.399999999878 1.01513517
85220.599999999875 1.01513517
85220.799999999872 1.01513517
85220.999999999869 1.01513517
85221.199999999866 1.01513517
85221.399999999863 0.980271995
85221.599999999860 0.980271995
85221.799999999857 0.980271995
85221.999999999854 0.980271995
85222.199999999852 0.980271995
85222.399999999849 0.980271995
85222.599999999846 0.980271995
85222.799999999843 0.980271995
85222.999999999840 0.980271995
85223.199999999837 0.980271995
85223.399999999834 0.980271995
85223.599999999831 0.980271995
85223.799999999828 1.01738298
85223.999999999825 1.01738298
85224.199999999822 1.01738298
85224.399999999820 1.01738298
85224.599999999817 1.01738298
85224.799999999814 1.01738298
85224.999999999811 1.01738298
85225.199999999808 1.01738298
85225.399999999805 1.01738298
85225.599999999802 1.01738298
85225.799999999799 1.01738298
85225.999999999796 0.979136407
85226.199999999793 0.979136407
85226.399999999790 0.979136407
85226.599999999788 0.979136407
85226.799999999785 0.979136407
85226.999999999782 0.979136407
85227.199999999779 0.979136407
85227.399999999776 0.979136407
85227.599999999773 0.979136407
85227.799999999770 0.979136407
85227.999999999767 0.979136407
85228.199999999764 0.979136407
85228.399999999761 1.01303887
85228.599999999758 1.01303887
85228.799999999756 1.01303887
85228.999999999753 1.01303887
85229.199999999750 1.01303887
85229.399999999747 1.01303887
85229.599999999744 1.01303887
85229.799999999741 1.01303887
85229.999999999738 1.01303887
